profit,poids,Items selectionne,Nombre generation,Nombre population,Nombre meilleur solution selectionne,Probabilite crossover,Probabilite mutation,Type population initiale, Temps execution
1008,997,"1,69,45,79,82,85,96",160,110,33,0.5,0.3,MEDIUM,1.1832058429718018
1005,993,"1,71,74,15,79,82,85,96,98",160,110,33,0.5,0.3,HIGH,1.32582426071167
1002,996,"1,41,85,71",160,110,33,0.5,0.3,LOW,1.3337559700012207
1005,996,"74,43,45,15,82,85,87,57,96",160,100,30,0.5,0.3,HIGH,1.3296897411346436
1008,997,"1,74,79,15,52,84,57,93",160,100,30,0.5,0.3,LOW,1.3354804515838623
1008,995,"1,77,15,84,96,45,52",160,100,30,0.5,0.3,MEDIUM,1.418452262878418
1005,997,"12,45,15,85,57,92,63",160,90,27,0.5,0.3,MEDIUM,1.2729480266571045
1008,994,"1,43,45,77,15,79,82,84,85,32",160,90,27,0.5,0.3,HIGH,1.3917388916015625
1002,993,"100,74,43,45,15,79,87,32",160,90,27,0.5,0.3,LOW,1.3049712181091309
1005,994,"1,71,15,84,85,22,87",160,80,24,0.5,0.3,HIGH,1.3377609252929688
1005,992,"1,71,43,45,77,15,52,85,96",160,80,24,0.5,0.3,MEDIUM,1.3757052421569824
1005,992,"71,74,45,77,79,15,52,85,84,57",160,80,24,0.5,0.3,LOW,1.2512712478637695
1008,996,"1,71,45,46,15,52,85,55,57",160,70,21,0.5,0.3,HIGH,1.4039039611816406
1002,992,"98,15,79,17,82,85,22",160,70,21,0.5,0.3,LOW,1.3116884231567383
1005,993,"1,71,45,15,56",160,70,21,0.5,0.3,MEDIUM,1.3867487907409668
1008,994,"1,68,74,43,15,85,59,30",160,60,18,0.5,0.3,MEDIUM,1.3229870796203613
1002,994,"74,45,77,79,52,88",160,60,18,0.5,0.3,HIGH,1.4904193878173828
1005,996,"1,79,83,22,89,32",160,60,18,0.5,0.3,LOW,1.3794162273406982
1005,997,"100,69,43,12,45,79,15",160,50,15,0.5,0.3,HIGH,1.474116325378418
1005,997,"3,15,22,55,32",160,50,15,0.5,0.3,MEDIUM,1.3679020404815674
1011,997,"1,40,74,45,15,85,22",160,40,12,0.5,0.3,HIGH,1.4017479419708252
1002,994,"10,74,77,15,85,22,57",160,50,15,0.5,0.3,LOW,1.4427907466888428
1005,995,"74,45,82,52,22,55,91",160,40,12,0.5,0.3,MEDIUM,1.2831594944000244
1005,994,"74,45,84,85,22,57,30,32",160,40,12,0.5,0.3,LOW,1.3012385368347168
1005,994,"69,71,74,15,85,92,45,63",160,30,9,0.5,0.3,HIGH,1.5010287761688232
1005,994,"1,43,79,30,52,85,59,32",160,30,9,0.5,0.3,MEDIUM,1.4844794273376465
1005,996,"1,43,85,55,57,59,96,32",160,30,9,0.5,0.3,LOW,1.4860341548919678
1008,995,"1,6,45,15,17,52,32",160,20,6,0.5,0.3,MEDIUM,1.4031641483306885
1005,995,"6,74,43,45,15,52,22,59",160,20,6,0.5,0.3,HIGH,1.4461913108825684
1005,994,"7,45,52,84",160,20,6,0.5,0.3,LOW,1.4580965042114258
1005,992,"72,74,45,15,79,30,32",160,10,3,0.5,0.3,HIGH,1.5158166885375977
1005,997,"1,6,77,45,79,57,59",150,150,45,0.5,0.3,HIGH,0.8540253639221191
1005,995,"59,74,15,55,91,30",160,10,3,0.5,0.3,MEDIUM,1.4142136573791504
1005,997,"57,72,43,45,82,83,52",150,150,45,0.5,0.3,MEDIUM,0.9169056415557861
1005,997,"1,100,73,45,57,96",150,140,42,0.5,0.3,HIGH,0.9643285274505615
1008,993,"1,45,15,83,84,85,22,57,59",150,150,45,0.5,0.3,LOW,1.0242993831634521
1002,995,"68,6,71,74,45,84,85,57",150,140,42,0.5,0.3,MEDIUM,0.9404342174530029
1008,996,"71,43,45,15,17,85,22,32",160,10,3,0.5,0.3,LOW,1.5680747032165527
1008,996,"1,74,15,84,22,55,63",150,140,42,0.5,0.3,LOW,0.9533510208129883
1002,995,"43,79,80,15,55",150,130,39,0.5,0.3,MEDIUM,0.9104182720184326
1005,993,"1,73,74,45,55",150,130,39,0.5,0.3,HIGH,1.0346400737762451
1002,993,"40,43,79,15,83,85,30",150,130,39,0.5,0.3,LOW,0.9352126121520996
999,992,"45,46,82,84,57,30",150,120,36,0.5,0.3,HIGH,0.9920170307159424
1005,996,"1,100,52,30,32",150,120,36,0.5,0.3,MEDIUM,1.0549330711364746
1002,992,"6,15,79,22,57,59,30,32",150,120,36,0.5,0.3,LOW,1.1129286289215088
1008,995,"1,6,74,45,15,84,22,32",150,110,33,0.5,0.3,HIGH,0.9981973171234131
1005,995,"69,71,43,45,15,82,59,96",150,110,33,0.5,0.3,MEDIUM,1.0495142936706543
1005,996,"71,74,82,85,32,43,45,52,62",150,110,33,0.5,0.3,LOW,0.9671826362609863
1008,997,"79,15,82,83,85,96,32,57,59",150,100,30,0.5,0.3,HIGH,0.9651389122009277
1005,994,"1,45,15,23,91",150,100,30,0.5,0.3,MEDIUM,1.1612045764923096
1002,995,"6,71,15,43,45,46,55",150,100,30,0.5,0.3,LOW,1.0983402729034424
1005,997,"40,45,15,22,62",150,90,27,0.5,0.3,HIGH,1.113159418106079
1005,997,"68,6,74,79,15,84,85,59",150,90,27,0.5,0.3,MEDIUM,1.0071072578430176
1008,991,"1,45,15,52,22,57,30",150,80,24,0.5,0.3,HIGH,1.0176677703857422
1002,993,"74,15,82,85,55,91,30,32",150,90,27,0.5,0.3,LOW,1.1274151802062988
1005,996,"1,69,74,45,28,32",150,80,24,0.5,0.3,MEDIUM,1.2212250232696533
1008,997,"6,74,45,77,15,85,22,30",150,80,24,0.5,0.3,LOW,1.108978033065796
1008,997,"1,73,15,84,62",150,70,21,0.5,0.3,HIGH,1.0522501468658447
1002,994,"100,74,15,59,92,63",150,70,21,0.5,0.3,MEDIUM,1.0712347030639648
1005,992,"1,69,71,45,15,84,55,57",150,70,21,0.5,0.3,LOW,1.065582036972046
1008,997,"69,15,82,57,59,92,32",150,60,18,0.5,0.3,HIGH,0.9878697395324707
1008,995,"1,73,45,15,85,22,30",150,60,18,0.5,0.3,MEDIUM,1.0696911811828613
1011,997,"15,82,84,85,22,43,45,55",150,50,15,0.5,0.3,MEDIUM,0.9985663890838623
1005,994,"71,74,43,30,85,22,57,96",150,60,18,0.5,0.3,LOW,1.2434794902801514
1005,993,"1,74,43,45,17,82,83,85",150,50,15,0.5,0.3,HIGH,1.2664151191711426
1005,997,"3,45,15,22,93",150,40,12,0.5,0.3,HIGH,1.027848720550537
1005,996,"1,77,45,15,62",150,50,15,0.5,0.3,LOW,1.2188169956207275
1005,996,"1,6,71,43,15,79,30",150,40,12,0.5,0.3,LOW,0.9483826160430908
1008,997,"43,45,79,15,17,83,32,30",150,40,12,0.5,0.3,MEDIUM,1.2067344188690186
1008,995,"1,74,15,79,17,83,52,85,22",150,30,9,0.5,0.3,HIGH,1.1400222778320312
1011,997,"1,100,45,15,52,85,22,59,32",150,30,9,0.5,0.3,MEDIUM,1.1646485328674316
1002,995,"1,15,22,95,32,43,57",150,30,9,0.5,0.3,LOW,1.2892765998840332
1008,997,"71,74,43,45,15,85,22,93,32",150,20,6,0.5,0.3,HIGH,1.260352373123169
1002,994,"43,15,82,84,64,96",150,20,6,0.5,0.3,MEDIUM,1.2090096473693848
1008,993,"71,74,15,52,59,30",150,20,6,0.5,0.3,LOW,1.0723299980163574
1005,995,"69,74,43,45,82,55,30",150,10,3,0.5,0.3,HIGH,1.2139506340026855
1008,994,"1,72,74,45,15,79,52,22",150,10,3,0.5,0.3,MEDIUM,1.028294563293457
1008,996,"69,45,15,79,85,57,30,32",140,150,45,0.5,0.3,HIGH,0.7898867130279541
1002,997,"15,16,79,82,22,92",150,10,3,0.5,0.3,LOW,1.1080365180969238
1005,996,"74,43,45,84,85,22,57,91",140,150,45,0.5,0.3,MEDIUM,0.7470033168792725
996,990,"57,43,93,15",140,150,45,0.5,0.3,LOW,0.7908849716186523
1005,997,"1,65,43,79,82,85,22",140,140,42,0.5,0.3,HIGH,0.755979061126709
1011,997,"1,6,74,45,15,83,52,85,55",140,140,42,0.5,0.3,MEDIUM,0.7499942779541016
1005,996,"69,71,45,15,80,85,57",140,140,42,0.5,0.3,LOW,0.825791597366333
999,989,"1,71,79,15,45,57,62,63",140,130,39,0.5,0.3,MEDIUM,0.7479991912841797
1005,997,"74,15,85,22,55,57,92,62",140,130,39,0.5,0.3,HIGH,0.7918820381164551
1008,996,"1,74,45,46,15,52,85,96",140,130,39,0.5,0.3,LOW,0.7918822765350342
1005,993,"71,43,45,15,82,22,96",140,120,36,0.5,0.3,MEDIUM,0.76395583152771
1002,997,"6,71,15,82,89,96",140,120,36,0.5,0.3,HIGH,0.8606979846954346
996,985,"74,79,15,52,84,82,22,30,32",140,120,36,0.5,0.3,LOW,0.7779195308685303
1002,994,"69,6,43,15,87",140,110,33,0.5,0.3,HIGH,0.7839047908782959
1005,995,"1,6,71,15,52,85,93",140,110,33,0.5,0.3,MEDIUM,0.8078396320343018
1002,994,"7,43,45,15,82,85,57",140,110,33,0.5,0.3,LOW,0.8188104629516602
1005,996,"1,71,74,79,84,57,92",140,100,30,0.5,0.3,LOW,0.7649540901184082
1011,997,"43,45,15,52,22,55,57,32",140,100,30,0.5,0.3,MEDIUM,0.8367633819580078
1002,995,"1,71,74,79,84,88,57",140,100,30,0.5,0.3,HIGH,0.9384901523590088
1008,997,"1,100,6,74,15,79,85,30,32",140,90,27,0.5,0.3,HIGH,0.9404866695404053
1005,997,"1,6,71,43,45,79,57,92,32",140,90,27,0.5,0.3,MEDIUM,0.9219610691070557
1011,997,"43,45,15,22,55,57",140,90,27,0.5,0.3,LOW,0.8103044033050537
1002,992,"68,69,74,15,83,22,43,45",140,80,24,0.5,0.3,HIGH,0.8292524814605713
1008,994,"1,45,15,85,88,30",140,80,24,0.5,0.3,LOW,0.8517179489135742
1002,991,"1,69,74,83,52,85,57,32",140,80,24,0.5,0.3,MEDIUM,0.9445385932922363
1005,995,"45,15,62,22,30,63",140,70,21,0.5,0.3,HIGH,0.9196052551269531
1008,994,"1,74,15,79,52,22,62,32",140,70,21,0.5,0.3,MEDIUM,0.941544771194458
1002,994,"1,12,45,82,22,57,30",140,60,18,0.5,0.3,HIGH,0.8561713695526123
1005,994,"69,71,45,79,83,52,57",140,70,21,0.5,0.3,LOW,0.8703043460845947
1011,997,"1,6,43,45,15,52,22,57,32",140,60,18,0.5,0.3,MEDIUM,0.8872165679931641
1008,997,"74,43,77,15,79,83,30,32",140,60,18,0.5,0.3,LOW,0.8697726726531982
1002,997,"3,74,43,23",140,50,15,0.5,0.3,MEDIUM,0.9286150932312012
1008,997,"74,45,15,82,52,85,55,91,32",140,50,15,0.5,0.3,HIGH,1.0034146308898926
1005,996,"68,45,46,15,79,82,84,85",140,50,15,0.5,0.3,LOW,0.9041683673858643
1008,994,"1,45,15,82,84,85,52,57,63",140,40,12,0.5,0.3,MEDIUM,0.9859914779663086
1005,997,"34,43,45,15,55,32",140,40,12,0.5,0.3,HIGH,1.0030734539031982
1002,996,"1,2,98,74,15",140,40,12,0.5,0.3,LOW,1.0566034317016602
1002,997,"45,79,15,54,57,92",140,30,9,0.5,0.3,HIGH,0.9917469024658203
1005,996,"74,43,15,82,85,22,86,32",140,30,9,0.5,0.3,LOW,0.9139208793640137
996,993,"74,79,57,91,62,96",140,30,9,0.5,0.3,MEDIUM,0.9987683296203613
1002,993,"74,12,45,83,85,22,57,32",140,20,6,0.5,0.3,HIGH,0.9325046539306641
1005,995,"1,43,45,15,79,22,87,57,32",130,150,45,0.5,0.3,HIGH,0.6154017448425293
1008,994,"1,73,45,15,79,22,30,32",140,20,6,0.5,0.3,MEDIUM,1.0451645851135254
1005,996,"15,52,85,54,57,32",140,20,6,0.5,0.3,LOW,1.1089937686920166
1008,995,"1,45,46,15,85,55,57,32",140,10,3,0.5,0.3,HIGH,1.0034754276275635
1005,991,"1,69,79,15,52",130,150,45,0.5,0.3,MEDIUM,0.6283180713653564
999,992,"1,100,82,52,87",140,10,3,0.5,0.3,MEDIUM,1.0552978515625
1005,993,"43,45,15,55,59,30,32",140,10,3,0.5,0.3,LOW,1.0034363269805908
1008,994,"74,43,45,15,79,83,55,57",130,150,45,0.5,0.3,LOW,0.6574873924255371
999,996,"71,75,79,85,89",130,140,42,0.5,0.3,HIGH,0.6515042781829834
1011,996,"1,15,85,22,45,59",130,140,42,0.5,0.3,LOW,0.6097285747528076
1005,997,"1,34,100,15,85,32",130,140,42,0.5,0.3,MEDIUM,0.7254199981689453
999,991,"100,7,77,15,85",130,130,39,0.5,0.3,HIGH,0.6532537937164307
999,989,"1,71,9,45,79,15,22,32",130,130,39,0.5,0.3,LOW,0.5505666732788086
1002,996,"69,6,74,82,32",130,130,39,0.5,0.3,MEDIUM,0.7031586170196533
996,986,"1,79,15,85,100,43,45,52,53",130,120,36,0.5,0.3,HIGH,0.6649773120880127
1008,997,"1,46,79,15,52,22,63",130,120,36,0.5,0.3,MEDIUM,0.6859617233276367
1002,997,"1,10,6,15",130,120,36,0.5,0.3,LOW,0.7327239513397217
1002,992,"1,43,15,51,52,57,32",130,110,33,0.5,0.3,HIGH,0.6928317546844482
1005,995,"1,43,45,15,53,57,30",130,110,33,0.5,0.3,LOW,0.6223387718200684
1002,995,"71,74,84,52,57,92,96",130,110,33,0.5,0.3,MEDIUM,0.7161266803741455
999,988,"71,77,15,82,30,63",130,100,30,0.5,0.3,HIGH,0.7928826808929443
1005,997,"100,79,82,83,84,85,57",130,100,30,0.5,0.3,MEDIUM,0.7206308841705322
1005,995,"1,45,82,84,52,92,30",130,100,30,0.5,0.3,LOW,0.7345917224884033
1002,993,"6,71,74,15,79,83,100,52",130,90,27,0.5,0.3,MEDIUM,0.7166392803192139
1005,994,"1,74,79,15,82,84,57",130,90,27,0.5,0.3,HIGH,0.7744839191436768
1011,996,"71,74,43,45,15,79,52,85,59",130,90,27,0.5,0.3,LOW,0.6827297210693359
1002,991,"1,15,52,85,88,30,32",130,80,24,0.5,0.3,HIGH,0.8223550319671631
1005,992,"1,71,74,45,15,82,57,96,32",130,80,24,0.5,0.3,MEDIUM,0.7126493453979492
1008,997,"43,45,15,17,22,32",130,80,24,0.5,0.3,LOW,0.8028891086578369
1008,997,"12,45,82,52,85,59,32",130,70,21,0.5,0.3,HIGH,0.8108291625976562
1005,993,"59,45,79,15,84,85,52,91",130,70,21,0.5,0.3,LOW,0.7380249500274658
1005,995,"1,71,74,43,77,52,85",130,60,18,0.5,0.3,HIGH,0.831775426864624
996,989,"79,15,82,83,52,53,57,32",130,70,21,0.5,0.3,MEDIUM,0.8567087650299072
1002,994,"71,74,79,46,85,55,92",130,60,18,0.5,0.3,MEDIUM,0.7809114456176758
1002,994,"1,36,45,52,22",130,60,18,0.5,0.3,LOW,0.8148202896118164
1002,994,"71,77,15,57,59,62",130,50,15,0.5,0.3,MEDIUM,0.7579736709594727
1008,996,"69,71,74,43,15,82,83,59",130,50,15,0.5,0.3,HIGH,0.8227992057800293
1005,995,"43,45,52,85,93,30,32",130,50,15,0.5,0.3,LOW,0.8696742057800293
1005,993,"71,79,83,85,55,59,30",130,40,12,0.5,0.3,HIGH,0.9095664024353027
996,992,"100,23,32",130,40,12,0.5,0.3,LOW,0.7799139022827148
1002,994,"74,43,77,15,79,85,57,92",130,40,12,0.5,0.3,MEDIUM,0.9594340324401855
1008,997,"1,69,6,74,15,79,82,52",130,30,9,0.5,0.3,HIGH,0.8337726593017578
1005,993,"1,69,71,74,43,45,52,30",130,30,9,0.5,0.3,LOW,0.8325936794281006
1002,997,"74,82,84,53,63",130,30,9,0.5,0.3,MEDIUM,0.9084222316741943
1005,996,"1,2,15,52,22,32",130,20,6,0.5,0.3,HIGH,0.938342809677124
1005,996,"1,43,45,22,55,57,63",130,20,6,0.5,0.3,MEDIUM,0.8528196811676025
1008,997,"1,57,7,74,43,15,79,30",130,10,3,0.5,0.3,HIGH,0.8947443962097168
1011,996,"1,6,45,15,83,57,96",130,20,6,0.5,0.3,LOW,0.947603702545166
1002,994,"71,43,74,15,22,30,64",130,10,3,0.5,0.3,MEDIUM,0.868084192276001
1005,997,"43,12,77,15,85,22,32",120,150,45,0.5,0.3,HIGH,0.5771479606628418
1005,997,"10,74,45,15,85,23",120,150,45,0.5,0.3,MEDIUM,0.5252866744995117
1011,997,"1,45,79,15,83,85,22,55,63",120,150,45,0.5,0.3,LOW,0.5310239791870117
1005,992,"1,100,69,45,15,79,17",130,10,3,0.5,0.3,LOW,0.8923370838165283
1002,994,"68,45,77,84,85,96",120,140,42,0.5,0.3,HIGH,0.5708816051483154
999,990,"100,57,6,15,83,85,32",120,140,42,0.5,0.3,MEDIUM,0.5559186935424805
1002,996,"3,43,45,79,82,22,30",120,140,42,0.5,0.3,LOW,0.5466735363006592
1005,996,"71,45,79,85,55,57,59,62",120,130,39,0.5,0.3,HIGH,0.5634932518005371
1002,994,"15,85,22,89,45,64",120,130,39,0.5,0.3,MEDIUM,0.5253934860229492
1005,992,"15,52,22,57,30,32",120,120,36,0.5,0.3,HIGH,0.5633842945098877
1005,996,"45,79,82,52,22,57,30,63",120,130,39,0.5,0.3,LOW,0.6232259273529053
1005,995,"68,71,74,15,82,85,22,45,63",120,120,36,0.5,0.3,LOW,0.5228848457336426
1005,996,"69,71,43,45,77,84",120,110,33,0.5,0.3,HIGH,0.5748381614685059
1008,996,"1,74,45,15,53,22,59",120,120,36,0.5,0.3,MEDIUM,0.6516327857971191
1005,997,"43,79,15,82,83,85,63,96",120,110,33,0.5,0.3,MEDIUM,0.656360387802124
1002,992,"1,73,74,15,85,22,92",120,110,33,0.5,0.3,LOW,0.5937795639038086
1005,997,"68,71,45,15,79,84,89",120,100,30,0.5,0.3,HIGH,0.6445517539978027
1005,989,"1,69,45,77,85,22",120,100,30,0.5,0.3,MEDIUM,0.6760733127593994
1005,995,"71,72,15,79,83,85,57,59",120,100,30,0.5,0.3,LOW,0.7894754409790039
1011,997,"1,71,43,15,22,57,59,30",120,90,27,0.5,0.3,HIGH,0.7288739681243896
1008,994,"1,40,45,15,22,32",120,90,27,0.5,0.3,MEDIUM,0.7617857456207275
999,990,"1,3,69,71,15,32",120,90,27,0.5,0.3,LOW,0.7490813732147217
1005,993,"59,74,45,83,57,30",120,80,24,0.5,0.3,HIGH,0.8687090873718262
1002,992,"1,6,74,15,52,85,62,32",120,80,24,0.5,0.3,MEDIUM,0.8118610382080078
1005,995,"68,6,71,45,15,52,85,30",120,80,24,0.5,0.3,LOW,0.8421781063079834
1005,997,"6,74,79,15,85,55,57,93",120,70,21,0.5,0.3,MEDIUM,0.8208041191101074
1002,990,"69,71,45,15,52,85,59,92",120,70,21,0.5,0.3,HIGH,0.8510456085205078
1005,992,"15,22,59,30,32",120,70,21,0.5,0.3,LOW,0.842130184173584
999,988,"1,7,15,79,52,85,83,57",120,60,18,0.5,0.3,HIGH,0.8222415447235107
1011,997,"1,74,43,79,15,84,85",120,60,18,0.5,0.3,MEDIUM,0.8102729320526123
1008,996,"1,43,45,79,22,55,63,32",120,60,18,0.5,0.3,LOW,0.8100345134735107
1005,993,"1,45,52,22,62,32",120,50,15,0.5,0.3,HIGH,0.754321813583374
1005,994,"1,71,7,43,45,15,79,57",120,50,15,0.5,0.3,MEDIUM,0.6785252094268799
1008,997,"1,74,77,45,15,22,89",120,50,15,0.5,0.3,LOW,0.7458925247192383
1002,997,"9,32,23,15",120,40,12,0.5,0.3,HIGH,0.6907174587249756
1011,997,"43,15,83,52,85,22,59",120,40,12,0.5,0.3,MEDIUM,0.7814176082611084
1005,997,"100,71,85,59",120,40,12,0.5,0.3,LOW,0.8440685272216797
1005,997,"43,45,15,82,52,84,53,57",120,30,9,0.5,0.3,HIGH,0.8642518520355225
1005,994,"69,15,82,83,30,57",120,30,9,0.5,0.3,MEDIUM,0.8452043533325195
1002,995,"6,40,15,85,22,32",120,30,9,0.5,0.3,LOW,0.8689751625061035
1008,997,"1,73,15,22,59,30",120,20,6,0.5,0.3,HIGH,0.8126168251037598
1005,995,"6,15,17,84,30",120,20,6,0.5,0.3,MEDIUM,0.844778299331665
1002,990,"69,43,45,15,82,83,85,55,32",120,20,6,0.5,0.3,LOW,0.8488028049468994
1008,997,"69,45,15,79,82,55,57,30,32",110,150,45,0.5,0.3,MEDIUM,0.3893015384674072
999,989,"71,74,15,85,28,32,96",110,150,45,0.5,0.3,HIGH,0.45845484733581543
1002,996,"1,34,22,32",110,150,45,0.5,0.3,LOW,0.43619799613952637
1005,994,"68,45,15,52,22,63",120,10,3,0.5,0.3,HIGH,0.786480188369751
1005,996,"6,72,15,52,84,85",120,10,3,0.5,0.3,MEDIUM,0.7913792133331299
981,979,"100,12,82,91",120,10,3,0.5,0.3,LOW,0.8543548583984375
1002,993,"74,45,52,22,30,64",110,140,42,0.5,0.3,HIGH,0.44922327995300293
1008,997,"69,71,74,45,79,17,85,52",110,140,42,0.5,0.3,LOW,0.40153050422668457
1002,995,"69,45,79,82,51,85,57",110,140,42,0.5,0.3,MEDIUM,0.46570372581481934
999,990,"71,46,15,82,57,59,30",110,130,39,0.5,0.3,MEDIUM,0.47036027908325195
1008,996,"1,100,71,74,79,15,52,85,32,96",110,130,39,0.5,0.3,HIGH,0.5285491943359375
1008,997,"1,43,45,15,22,55,62,32",110,130,39,0.5,0.3,LOW,0.49272799491882324
1008,996,"45,79,52,59,32,30,96",110,120,36,0.5,0.3,HIGH,0.4756283760070801
1011,997,"1,6,43,45,15,22,59,32",110,120,36,0.5,0.3,MEDIUM,0.4839627742767334
1005,996,"1,71,15,79,16,84",110,120,36,0.5,0.3,LOW,0.4795403480529785
1002,993,"1,15,85,22,28,96",110,110,33,0.5,0.3,HIGH,0.4745056629180908
1002,990,"1,74,15,64,85,30,32",110,110,33,0.5,0.3,MEDIUM,0.48529624938964844
999,989,"1,6,9,15,83,85",110,110,33,0.5,0.3,LOW,0.5667765140533447
1005,995,"1,71,74,43,45,82,83,22,57,32",110,100,30,0.5,0.3,HIGH,0.5418119430541992
999,990,"71,74,43,77,79,15,85,55,92",110,100,30,0.5,0.3,MEDIUM,0.500920295715332
1002,994,"7,74,45,82,59,32",110,100,30,0.5,0.3,LOW,0.5215075016021729
1002,993,"68,71,45,15,93",110,90,27,0.5,0.3,MEDIUM,0.48755693435668945
1002,992,"3,45,15,85,57,30,32",110,90,27,0.5,0.3,HIGH,0.5374233722686768
990,987,"1,20",110,90,27,0.5,0.3,LOW,0.5286288261413574
1002,995,"3,68,15,84,85,32",110,80,24,0.5,0.3,HIGH,0.606536865234375
1005,997,"1,6,45,15,53,55,57",110,80,24,0.5,0.3,MEDIUM,0.5906260013580322
1005,996,"1,36,69,45,79,15",110,80,24,0.5,0.3,LOW,0.6015968322753906
1005,995,"71,74,79,83,85,57,59,32",110,70,21,0.5,0.3,HIGH,0.5428550243377686
1002,995,"6,15,17,82,85,96,32",110,70,21,0.5,0.3,MEDIUM,0.555027961730957
1005,996,"71,74,45,82,83,85,86",110,70,21,0.5,0.3,LOW,0.5503373146057129
1005,993,"1,77,15,83,85,62",110,60,18,0.5,0.3,HIGH,0.5643439292907715
1005,995,"71,74,43,45,79,83,84,92",110,60,18,0.5,0.3,MEDIUM,0.5841343402862549
1005,995,"71,74,45,82,83,85,63,32",110,60,18,0.5,0.3,LOW,0.5711212158203125
1008,994,"68,71,43,45,79,15,30",110,50,15,0.5,0.3,HIGH,0.6070256233215332
1005,997,"6,45,79,82,83,85,55,96",110,50,15,0.5,0.3,MEDIUM,0.617856502532959
1005,997,"1,2,74,45,15,57,92",110,50,15,0.5,0.3,LOW,0.570814847946167
1008,997,"7,74,43,45,15,85,30,32",110,40,12,0.5,0.3,HIGH,0.6592819690704346
1005,996,"74,45,79,15,82,52,56,32",110,40,12,0.5,0.3,MEDIUM,0.7051143646240234
1002,992,"74,45,82,52,85,22,89,32",110,40,12,0.5,0.3,LOW,0.6702055931091309
1002,997,"1,35,74,79,82,85",110,30,9,0.5,0.3,HIGH,0.6612308025360107
1002,995,"69,43,45,82,55,57,96",110,30,9,0.5,0.3,MEDIUM,0.6193447113037109
1005,994,"98,45,15,17,85,30",110,30,9,0.5,0.3,LOW,0.6034653186798096
1008,997,"71,45,52,85,55,57,96",110,20,6,0.5,0.3,HIGH,0.6155056953430176
1005,996,"9,43,45,55,59",110,20,6,0.5,0.3,MEDIUM,0.632460355758667
1005,997,"1,71,9,74,79,52",100,150,45,0.5,0.3,HIGH,0.34828639030456543
1005,995,"69,74,43,83,85,57,59,32",100,150,45,0.5,0.3,MEDIUM,0.3522799015045166
1002,997,"98,71,74,82,63,32",110,20,6,0.5,0.3,LOW,0.7483727931976318
996,990,"41,15,85,96",100,150,45,0.5,0.3,LOW,0.3406867980957031
1002,997,"68,71,74,79,82,84,92",110,10,3,0.5,0.3,HIGH,0.6480588912963867
1002,997,"33,74,15,85",110,10,3,0.5,0.3,LOW,0.611154317855835
1005,996,"1,100,43,77,15,82,84",100,140,42,0.5,0.3,HIGH,0.3465292453765869
999,993,"74,12,51,85,57",100,140,42,0.5,0.3,MEDIUM,0.3335249423980713
987,978,"71,52,62,85,55,30",110,10,3,0.5,0.3,MEDIUM,0.7707293033599854
1002,996,"47,1,22,15",100,140,42,0.5,0.3,LOW,0.40233850479125977
1002,997,"6,79,82,52,85,22,89",100,130,39,0.5,0.3,HIGH,0.3580806255340576
1005,997,"100,74,15,52,22,23",100,130,39,0.5,0.3,MEDIUM,0.36103367805480957
999,996,"68,46,79,15,22,91",100,130,39,0.5,0.3,LOW,0.3869650363922119
1002,997,"71,92,45,82,57",100,120,36,0.5,0.3,HIGH,0.3580436706542969
1011,997,"1,74,79,15,85,96,43,45",100,120,36,0.5,0.3,MEDIUM,0.36302971839904785
1002,996,"71,43,79,85,57,91,96",100,120,36,0.5,0.3,LOW,0.4248650074005127
1002,995,"68,71,45,46,52,57",100,110,33,0.5,0.3,MEDIUM,0.4138948917388916
1002,991,"69,74,15,79,82,85,22,43,57,59",100,110,33,0.5,0.3,HIGH,0.46276283264160156
1008,997,"1,45,83,22,57,59,92",100,110,33,0.5,0.3,LOW,0.40990304946899414
1011,997,"1,15,55,59,30,63",100,100,30,0.5,0.3,HIGH,0.45179295539855957
1005,997,"1,100,74,43,15,22,92,96",100,100,30,0.5,0.3,LOW,0.37998390197753906
1005,997,"69,73,74,22,30",100,100,30,0.5,0.3,MEDIUM,0.40990352630615234
1005,996,"1,6,71,45,17,57",100,90,27,0.5,0.3,HIGH,0.40491604804992676
1002,992,"71,74,15,85,93,63,32",100,90,27,0.5,0.3,MEDIUM,0.4637620449066162
1005,995,"1,74,15,79,83,87,32",100,80,24,0.5,0.3,HIGH,0.43683362007141113
1002,991,"100,43,15,79,17,83,85,32",100,90,27,0.5,0.3,LOW,0.44281768798828125
1005,996,"1,69,74,43,45,22,85,91",100,80,24,0.5,0.3,MEDIUM,0.410900354385376
999,992,"1,37,79,15,84,32",100,70,21,0.5,0.3,HIGH,0.4697427749633789
999,993,"100,69,6,45,79,82,32",100,80,24,0.5,0.3,LOW,0.4996633529663086
1008,996,"59,74,45,79,82,52,85,55,30",100,70,21,0.5,0.3,MEDIUM,0.49919939041137695
1005,997,"71,74,15,83,22,95",100,70,21,0.5,0.3,LOW,0.43840718269348145
996,992,"68,71,43,77,82,22,57",100,60,18,0.5,0.3,HIGH,0.5002415180206299
1002,994,"100,71,43,15,79,82,84,85",100,60,18,0.5,0.3,MEDIUM,0.5281703472137451
1005,994,"100,69,71,52,85,30",100,60,18,0.5,0.3,LOW,0.44838476181030273
1005,994,"1,74,15,79,82,85,89,59,32",100,50,15,0.5,0.3,HIGH,0.5082237720489502
